gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
SIK1,9.37E-01,3.41E-01,1.49E+00,1,0
XYLT2,9.26E-01,3.41E-01,2.09E+00,1,0
AC006486.9,9.37E-01,3.41E-01,2.12E+00,1,0
HOMER3,9.54E-01,3.41E-01,1.19E+00,1,0
BCL2L1,9.37E-01,3.41E-01,1.62E+00,1,0
DOCK1,6.81E-03,3.41E-01,2.41E+00,1,2
GAB3,9.54E-01,3.41E-01,1.47E+00,1,0
EIF2S2,9.53E-01,3.42E-01,2.90E+00,1,0
SYT14,9.45E-01,3.42E-01,1.33E+00,1,0
ARHGEF1,7.68E-01,3.42E-01,2.83E+00,1,0
ZC3H14,8.83E-01,3.42E-01,1.45E+00,1,0
EBP,9.36E-01,3.42E-01,1.49E+00,1,0
FEZF1,9.50E-01,3.42E-01,1.29E+00,1,0
HSD17B10,9.36E-01,3.42E-01,2.59E+00,1,0
AP3B2,7.72E-01,3.42E-01,2.92E+00,1,0
CLPX,9.24E-01,3.42E-01,1.81E+00,1,0
CDC14B,9.43E-01,3.43E-01,1.01E+00,1,0
EPB41L1,8.77E-01,3.43E-01,1.94E+00,1,0
RPS10-NUDT3,9.52E-01,3.43E-01,1.75E+00,1,0
MOV10,8.09E-01,3.43E-01,2.76E+00,1,0
HMBS,9.49E-01,3.43E-01,6.43E-01,1,0
HORMAD1,9.49E-01,3.43E-01,1.54E+00,1,0
POU2F1,9.02E-01,3.43E-01,2.23E+00,1,0
PRPS2,9.35E-01,3.43E-01,3.05E+00,1,0
RAP1GDS1,9.33E-01,3.43E-01,1.07E+00,1,0
PMEPA1,9.36E-01,3.43E-01,1.21E+00,1,0
RUNX2,9.49E-01,3.43E-01,1.60E+00,1,0
ALKBH5,9.50E-01,3.43E-01,2.56E+00,1,0
PFDN6,9.36E-01,3.43E-01,1.41E+00,1,0
SNX1,9.32E-01,3.44E-01,8.04E-01,1,0
ASIC1,9.30E-01,3.44E-01,2.82E+00,1,0
COPZ1,9.49E-01,3.44E-01,7.66E-01,1,0
MTUS2,7.95E-01,3.44E-01,8.35E-02,1,0
IRF8,9.48E-01,3.44E-01,1.19E+00,1,0
PCDHAC2,9.31E-01,3.44E-01,1.72E+00,1,0
POLR2B,5.24E-01,3.44E-01,6.62E+00,1,0
CADPS2,3.68E-01,3.44E-01,1.09E+00,1,0
LYPLA2,9.50E-01,3.44E-01,1.70E+00,1,0
LRRC1,9.32E-01,3.44E-01,1.46E+00,1,0
MAP3K13,8.01E-01,3.44E-01,2.19E+00,1,0
OXR1,8.41E-01,3.44E-01,1.02E+00,1,0
P4HA1,9.32E-01,3.44E-01,2.01E+00,1,0
NTN4,9.16E-01,3.44E-01,1.74E+00,1,0
AP3B1,6.15E-01,3.44E-01,8.90E-01,1,0
KIF3A,8.98E-01,3.44E-01,3.09E+00,1,0
FNTA,9.47E-01,3.45E-01,8.04E-01,1,0
ITGA5,4.25E-01,3.45E-01,1.65E+00,1,0
PI4KB,8.66E-01,3.45E-01,3.55E+00,1,0
CXXC1,8.95E-01,3.45E-01,3.15E+00,1,0
CD86,9.49E-01,3.45E-01,1.08E+00,1,0
MAF1,9.48E-01,3.45E-01,2.22E+00,1,0
VASP,9.47E-01,3.45E-01,1.21E+00,1,0
HERPUD2,9.47E-01,3.45E-01,1.06E+00,1,0
LARP4,8.69E-01,3.45E-01,9.88E-01,1,0
LCOR,9.50E-01,3.45E-01,1.12E+00,1,0
C6orf136,9.49E-01,3.46E-01,1.26E+00,1,0
CCNT2,9.27E-01,3.46E-01,1.77E+00,1,0
ATG2A,5.35E-02,3.46E-01,1.81E+00,1,0
USP49,9.38E-01,3.46E-01,2.62E+00,1,0
NUPL1,9.27E-01,3.46E-01,1.06E+00,1,0
ASUN,8.62E-01,3.46E-01,2.76E+00,1,0
ATP8A1,2.00E-01,3.46E-01,2.61E+00,1,0
RNF214,9.10E-01,3.46E-01,1.15E+00,1,0
EIF3I,9.49E-01,3.46E-01,2.46E+00,1,0
SGMS1,9.45E-01,3.46E-01,2.67E+00,1,0
TECPR2,5.80E-01,3.46E-01,1.74E+00,1,0
VPS4A,9.45E-01,3.47E-01,2.69E+00,1,0
DHX36,4.72E-01,3.47E-01,1.84E+00,1,0
DROSHA,9.32E-02,3.47E-01,3.98E+00,1,0
PER2,7.15E-01,3.47E-01,4.27E-01,1,0
NEO1,2.44E-01,3.47E-01,1.63E+00,1,0
AFF1,7.10E-01,3.47E-01,-4.06E-01,1,0
BZW1,9.44E-01,3.47E-01,3.03E+00,1,0
ETV1,9.37E-01,3.47E-01,8.75E-01,1,0
THBS2,5.56E-01,3.47E-01,2.21E+00,1,0
BECN1,9.37E-01,3.47E-01,1.88E+00,1,0
BEND3,9.36E-01,3.47E-01,2.31E+00,1,0
LRRC8A,9.44E-01,3.47E-01,3.38E+00,1,0
MEGF10,3.90E-01,3.47E-01,1.05E+00,1,0
RNF144A,9.48E-01,3.47E-01,1.44E+00,1,0
STAT4,7.66E-01,3.47E-01,2.74E+00,1,0
TRAM2,9.44E-01,3.47E-01,1.76E+00,1,0
STK38L,9.34E-01,3.48E-01,2.94E+00,1,0
EXOC3,9.22E-01,3.48E-01,2.43E+00,1,0
SLK,3.74E-01,3.48E-01,2.65E+00,1,0
DCAF7,9.33E-01,3.48E-01,2.74E+00,1,0
EHBP1,3.07E-01,3.48E-01,1.19E+00,1,0
USP14,9.05E-01,3.48E-01,1.94E+00,1,0
LHX5,9.46E-01,3.48E-01,2.17E+00,1,0
RDX,8.52E-01,3.48E-01,9.08E-01,1,0
PDE2A,6.31E-01,3.48E-01,4.06E+00,1,0
E2F3,9.46E-01,3.49E-01,1.59E+00,1,0
FOXN1,9.42E-01,3.49E-01,6.57E-01,1,0
SGTA,9.46E-01,3.49E-01,1.97E+00,1,0
ZNF503,9.46E-01,3.49E-01,6.81E-01,1,0
RASSF8,9.42E-01,3.49E-01,1.10E+00,1,0
CD22,8.04E-01,3.49E-01,6.74E-01,1,0
FLT3,6.08E-01,3.49E-01,9.82E-01,1,0
UGCG,9.41E-01,3.49E-01,2.74E+00,1,0
ZNF146,9.32E-01,3.49E-01,2.58E+00,1,0
FRMD4B,4.54E-01,3.49E-01,-4.05E-02,1,0
UBR1,5.49E-03,3.49E-01,2.40E+00,1,0
YBX1,9.46E-01,3.49E-01,1.72E+00,1,0
SLC25A5,9.32E-01,3.49E-01,2.65E+00,1,0
RPS4X,9.32E-01,3.49E-01,2.29E+00,1,0
NUP214,5.47E-02,3.49E-01,6.53E-01,1,0
HNRNPLL,9.19E-01,3.49E-01,2.36E+00,1,0
SLC4A1,8.46E-01,3.49E-01,1.66E+00,1,0
RAP1GAP,8.44E-01,3.49E-01,2.30E+00,1,0
MAP4,8.48E-01,3.49E-01,6.90E-01,1,0
EFNB1,9.33E-01,3.49E-01,1.59E+00,1,0
EGFR,3.68E-01,3.49E-01,1.87E+00,1,0
RASGEF1B,9.21E-01,3.49E-01,1.47E+00,1,0
EMD,9.32E-01,3.50E-01,-1.65E-01,1,0
RHOT1,7.99E-01,3.50E-01,2.47E+00,1,0
KIDINS220,7.36E-02,3.50E-01,2.26E+00,1,0
EN1,9.31E-01,3.50E-01,1.10E+00,1,0
MMP16,9.18E-01,3.50E-01,3.52E+00,1,0
CBX5,9.32E-01,3.50E-01,2.53E+00,1,0
APPL1,7.95E-01,3.50E-01,7.16E-01,1,0
LEO1,8.71E-01,3.50E-01,2.34E+00,1,0
S100PBP,9.45E-01,3.50E-01,7.65E-02,1,0
ARID5A,9.45E-01,3.50E-01,1.67E+00,1,0
MRGBP,9.31E-01,3.50E-01,2.24E+00,1,0
LHFPL3,9.32E-01,3.50E-01,1.06E+00,1,0
NR3C2,8.37E-01,3.50E-01,2.10E+00,1,0
SLC38A1,9.31E-01,3.50E-01,2.15E+00,1,0
HOXA3,9.45E-01,3.50E-01,2.81E-01,1,0
GTPBP1,9.30E-01,3.51E-01,3.36E+00,1,0
RAB11FIP2,9.45E-01,3.51E-01,7.79E-01,1,0
SREK1,9.15E-01,3.51E-01,2.26E+00,1,0
MDGA2,6.65E-01,3.51E-01,1.74E+00,1,0
DNAJB14,9.39E-01,3.51E-01,1.69E+00,1,0
AGTPBP1,4.22E-01,3.51E-01,2.01E+00,1,0
MAZ,9.44E-01,3.51E-01,5.86E-01,1,0
SDK2,4.14E-03,3.51E-01,2.68E+00,1,0
MRC1,9.43E-01,3.52E-01,1.95E+00,1,0
PCDH10,8.91E-01,3.52E-01,1.08E+00,1,0
SHROOM3,3.17E-01,3.52E-01,1.24E+00,1,0
BMI1,9.43E-01,3.52E-01,2.43E+00,1,0
KANSL1L,6.57E-01,3.52E-01,2.45E-01,1,0
SYAP1,9.43E-01,3.52E-01,1.16E+00,1,0
ASNA1,9.43E-01,3.52E-01,2.21E+00,1,0
STRN3,8.29E-01,3.52E-01,9.35E-01,1,0
KLHDC10,9.26E-01,3.53E-01,3.41E+00,1,0
MYB,8.19E-01,3.53E-01,2.51E+00,1,0
INPP4B,5.52E-01,3.53E-01,1.13E+00,1,0
TBC1D30,8.89E-01,3.53E-01,2.70E+00,1,0
TRAF4,9.36E-01,3.53E-01,2.42E+00,1,0
UBFD1,9.42E-01,3.53E-01,1.04E+00,1,0
HSP90AA1,8.60E-01,3.53E-01,1.04E+00,1,0
ARAP1,1.23E-01,3.53E-01,2.14E+00,1,0
PAPPA,1.61E-01,3.54E-01,2.21E+00,1,0
TTN,2.56E-96,3.54E-01,-1.10E+00,1,4
TUBGCP3,4.55E-01,3.54E-01,2.52E+00,1,0
MIA3,3.68E-02,3.54E-01,6.94E-01,1,0
COLEC12,9.08E-01,3.54E-01,1.49E+00,1,0
ARL8A,9.42E-01,3.54E-01,2.92E+00,1,0
ZNF362,9.41E-01,3.54E-01,2.73E+00,1,0
EIF4E,9.41E-01,3.54E-01,2.58E+00,1,0
LCORL,9.24E-01,3.54E-01,1.66E+00,1,0
ST3GAL2,9.42E-01,3.54E-01,1.70E+00,1,0
RNF19B,9.24E-01,3.54E-01,2.27E+00,1,0
DIP2A,1.13E-01,3.54E-01,2.62E+00,1,0
RAF1,8.53E-01,3.54E-01,2.46E+00,1,0
ELOVL5,9.33E-01,3.55E-01,1.52E+00,1,0
XRN2,3.49E-01,3.55E-01,2.50E+00,1,0
SLC24A3,8.79E-01,3.55E-01,2.09E+00,1,0
JMJD6,9.34E-01,3.55E-01,1.48E+00,1,0
PLP1,9.28E-01,3.55E-01,2.04E+00,1,0
CADM3,9.34E-01,3.55E-01,1.69E+00,1,0
SPCS2,9.29E-01,3.55E-01,1.42E+00,1,0
UBE2H,9.41E-01,3.55E-01,3.30E+00,1,0
BMPR1A,9.03E-01,3.55E-01,1.92E+00,1,0
PSMC5,9.33E-01,3.55E-01,4.16E+00,1,0
CD19,9.05E-01,3.55E-01,1.03E+00,1,0
FLT3LG,9.40E-01,3.56E-01,8.97E-01,1,0
GRIP1,5.08E-01,3.56E-01,1.58E+00,1,0
WWTR1,9.39E-01,3.56E-01,1.12E+00,1,0
ZNF326,9.02E-01,3.56E-01,1.58E+00,1,0
KCNQ3,8.01E-01,3.56E-01,2.07E+00,1,0
CALM3,9.27E-01,3.57E-01,2.98E+00,1,0
GID8,9.40E-01,3.57E-01,2.47E+00,1,0
SPTBN2,9.93E-05,3.57E-01,2.63E+00,1,0
RCC1,9.31E-01,3.57E-01,1.68E+00,1,0
EPHA6,6.70E-01,3.57E-01,1.50E+00,1,0
FER,6.63E-01,3.57E-01,1.26E+00,1,0
YWHAZ,9.40E-01,3.57E-01,3.10E+00,1,0
GRB2,9.39E-01,3.57E-01,2.85E+00,1,0
IPO8,2.34E-01,3.58E-01,2.12E+00,1,0
SUV39H2,9.29E-01,3.58E-01,3.28E+00,1,0
SVIL,8.63E-04,3.58E-01,8.85E-01,1,0
OSBPL11,8.34E-01,3.58E-01,2.29E+00,1,0
MIER2,8.96E-01,3.58E-01,5.59E-01,1,0
UBE2Z,9.38E-01,3.58E-01,2.87E+00,1,0
NFATC4,8.68E-01,3.58E-01,1.44E+00,1,0
LCT,5.98E-02,3.58E-01,3.16E+00,1,1
NTNG1,9.17E-01,3.58E-01,2.45E+00,1,0
FIP1L1,7.89E-01,3.58E-01,3.07E+00,1,0
ATP6V1A,8.68E-01,3.58E-01,3.37E+00,1,0
TMEM194A,9.16E-01,3.58E-01,1.07E+00,1,0
RNF103,8.97E-01,3.58E-01,8.36E-01,1,0
WSB2,9.29E-01,3.58E-01,2.14E+00,1,0
KTN1,6.45E-03,3.59E-01,-2.32E-02,1,0
FNBP1,8.28E-01,3.59E-01,2.02E+00,1,0
PPTC7,9.38E-01,3.59E-01,2.89E+00,1,0
CANX,8.66E-01,3.59E-01,1.58E+00,1,0
KDM5D,9.28E-01,3.59E-01,-3.72E-01,1,13
CRTC3,8.66E-01,3.59E-01,4.01E-01,1,0
SOX4,9.27E-01,3.59E-01,1.17E+00,1,0
TNFRSF8,8.64E-01,3.59E-01,9.41E-01,1,0
MAP2K6,9.13E-01,3.59E-01,3.01E+00,1,0
FMNL3,4.65E-01,3.59E-01,2.20E+00,1,0
FAM83H,8.92E-01,3.59E-01,-4.17E-01,1,0
GPR125,2.93E-01,3.59E-01,4.51E-01,1,0
NXPH2,9.26E-01,3.59E-01,1.50E+00,1,0
PIK3C2A,1.01E-02,3.59E-01,1.30E+00,1,0
ZNF628,9.13E-01,3.59E-01,1.21E+00,1,0
EDC4,1.06E-01,3.60E-01,3.29E+00,1,0
FAXC,9.35E-01,3.60E-01,1.54E+00,1,0
5-Sep,9.27E-01,3.60E-01,2.63E+00,1,0
RASGRF2,1.52E-01,3.60E-01,3.03E+00,1,0
RAVER1,9.11E-01,3.60E-01,1.46E+00,1,0
IL7,9.26E-01,3.60E-01,7.05E-01,1,0
ADRBK2,7.11E-01,3.60E-01,2.63E+00,1,0
PDCD6IP,7.06E-01,3.60E-01,9.76E-01,1,0
ALYREF,9.26E-01,3.60E-01,2.31E+00,1,0
ETNK1,9.26E-01,3.60E-01,1.91E+00,1,0
SMC1B,1.04E-01,3.60E-01,1.95E+00,1,0
NR4A3,9.13E-01,3.60E-01,2.81E+00,1,0
PARD6B,9.26E-01,3.60E-01,1.39E+00,1,0
RAB5C,9.37E-01,3.60E-01,1.42E+00,1,0
CCNB3,8.59E-01,3.61E-01,8.40E-01,1,2
DDX23,5.42E-01,3.61E-01,4.62E+00,1,0
PPP2R3A,6.23E-01,3.61E-01,-3.89E-02,1,11
TRAM1,9.25E-01,3.61E-01,1.54E+00,1,0
MOSPD1,9.25E-01,3.61E-01,1.33E+00,1,0
E2F8,8.18E-01,3.61E-01,8.14E-01,1,0
ABR,6.27E-01,3.61E-01,3.89E+00,1,0
ZIC3,9.25E-01,3.61E-01,2.52E+00,1,1
BZRAP1,8.44E-03,3.61E-01,1.48E+00,1,0
AES,9.36E-01,3.61E-01,2.06E+00,1,0
POT1,8.53E-01,3.62E-01,1.92E+00,1,0
CAPZA1,9.33E-01,3.62E-01,1.30E+00,1,0
GAS7,8.52E-01,3.62E-01,2.33E+00,1,0
SMURF1,6.12E-01,3.62E-01,2.76E+00,1,0
WDR13,9.35E-01,3.62E-01,3.29E+00,1,0
DHX40,7.56E-01,3.62E-01,3.02E+00,1,1
E2F5,9.35E-01,3.62E-01,8.61E-01,1,0
TNS1,5.99E-02,3.63E-01,5.52E-01,1,0
MARK1,6.00E-01,3.63E-01,2.73E+00,1,0
FOXN3,9.32E-01,3.63E-01,2.28E+00,1,0
PGAP2,9.35E-01,3.63E-01,9.33E-01,1,0
RIMBP2,6.78E-01,3.63E-01,1.34E+00,1,0
MPHOSPH10,8.48E-01,3.63E-01,5.37E-01,1,0
6-Sep,9.32E-01,3.63E-01,1.70E+00,1,0
TUBB2A,9.35E-01,3.63E-01,5.26E+00,1,0
ADAM22,2.51E-01,3.63E-01,2.34E+00,1,0
SENP3,8.48E-01,3.63E-01,2.56E+00,1,0
USP27X,9.24E-01,3.63E-01,3.18E+00,1,0
MEX3D,9.23E-01,3.64E-01,2.47E+00,1,0
DCTN1,8.43E-02,3.64E-01,8.92E-01,1,0
PAFAH1B2,9.34E-01,3.64E-01,1.65E+00,1,0
FUBP3,7.98E-01,3.64E-01,2.17E+00,1,0
SRRT,5.94E-01,3.64E-01,2.97E+00,1,0
COL4A3BP,6.67E-01,3.64E-01,2.36E+00,1,0
SNX13,4.03E-01,3.64E-01,1.99E+00,1,0
CDH4,7.43E-01,3.64E-01,2.02E+00,1,0
MTA2,7.45E-01,3.64E-01,3.13E+00,1,0
ACTA2,9.30E-01,3.64E-01,3.20E+00,1,0
ZIC1,9.34E-01,3.64E-01,2.57E+00,1,0
TBC1D20,9.31E-01,3.64E-01,1.21E+00,1,0
CAMK2B,7.39E-01,3.64E-01,4.07E+00,1,0
DDX27,5.83E-01,3.64E-01,1.73E+00,1,0
ORC2,8.44E-01,3.64E-01,1.06E+00,1,0
ZAP70,8.77E-01,3.64E-01,2.76E+00,1,0
PTPN14,2.21E-01,3.65E-01,1.68E+00,1,0
FAM13B,4.87E-01,3.65E-01,8.61E-01,1,0
MMP2,8.39E-01,3.65E-01,7.10E-01,1,0
STRN,6.61E-01,3.65E-01,6.86E-01,1,0
TRMT1L,7.97E-01,3.65E-01,1.86E+00,1,0
IPPK,8.74E-01,3.65E-01,2.00E+00,1,0
DMTN,9.01E-01,3.65E-01,1.26E+00,1,0
LRRC16A,3.36E-02,3.65E-01,2.71E+00,1,0
FCHSD2,5.66E-01,3.66E-01,1.84E+00,1,0
MDH1,9.28E-01,3.66E-01,1.18E+00,1,0
MEGF8,1.93E-05,3.66E-01,3.48E+00,1,0
PJA1,9.28E-01,3.66E-01,1.02E+00,1,0
EIF3L,8.38E-01,3.66E-01,2.70E+00,1,0
PEX26,9.32E-01,3.66E-01,-3.68E-01,1,0
NTF3,9.32E-01,3.66E-01,1.74E+00,1,0
PRKG2,6.47E-01,3.66E-01,2.99E+00,1,0
LTN1,8.40E-03,3.66E-01,1.90E+00,1,0
PRDM10,1.53E-01,3.66E-01,3.28E+00,1,0
PVRL3,9.16E-01,3.66E-01,7.71E-01,1,0
DGKD,7.22E-02,3.66E-01,2.96E+00,1,0
CDH9,8.31E-01,3.67E-01,1.76E+00,1,0
NPAT,2.82E-01,3.67E-01,-1.46E-01,1,0
ZNF469,7.19E-01,3.67E-01,7.74E-01,1,0
WDR20,9.15E-01,3.67E-01,1.85E+00,1,0
HIPK3,2.77E-01,3.67E-01,1.73E+00,1,0
ARHGDIG,9.22E-01,3.67E-01,3.49E-03,1,0
MOB4,9.31E-01,3.67E-01,2.38E+00,1,0
TRPC4AP,5.52E-01,3.67E-01,1.22E+00,1,0
GABRA1,9.15E-01,3.67E-01,3.15E+00,1,0
ADAMTS1,7.16E-01,3.67E-01,6.67E-01,1,0
KCNH7,2.82E-01,3.67E-01,3.04E+00,1,0
IP6K1,9.27E-01,3.67E-01,2.44E+00,1,0
CYLC1,9.31E-01,3.67E-01,-1.53E+00,1,0
DGKA,4.61E-01,3.67E-01,2.50E+00,1,0
MRAS,9.21E-01,3.68E-01,2.33E+00,1,0
FAM214A,4.45E-01,3.68E-01,9.38E-01,1,0
RGS7,7.77E-01,3.68E-01,2.47E+00,1,0
DR1,9.21E-01,3.68E-01,2.23E+00,1,0
IGSF3,2.65E-01,3.68E-01,1.77E+00,1,0
OXSR1,7.74E-01,3.68E-01,2.60E+00,1,0
RPS19,9.21E-01,3.68E-01,1.45E+00,1,0
DTNA,6.35E-01,3.68E-01,1.42E+00,1,0
BIN1,7.78E-01,3.68E-01,2.25E+00,1,0
CALM2,9.21E-01,3.68E-01,2.79E+00,1,0
NFRKB,1.34E-01,3.68E-01,1.53E+00,1,0
PRDM12,9.30E-01,3.68E-01,1.67E+00,1,18
RPSA,9.30E-01,3.68E-01,2.42E+00,1,0
SMEK2,7.06E-01,3.68E-01,1.03E+00,1,0
NCKAP5L,6.32E-01,3.68E-01,7.41E-01,1,0
GPC4,9.26E-01,3.68E-01,1.66E+00,1,3
SRSF6,9.11E-01,3.69E-01,1.10E+00,1,0
LPPR4,8.61E-01,3.69E-01,2.88E+00,1,0
DGKB,5.30E-01,3.69E-01,1.95E+00,1,0
POGK,8.92E-01,3.69E-01,3.35E+00,1,0
USO1,3.34E-01,3.69E-01,1.28E+00,1,0
DMBX1,9.30E-01,3.69E-01,8.31E-01,1,0
SLC25A28,9.30E-01,3.69E-01,2.92E+00,1,0
GABPB1,9.11E-01,3.69E-01,2.93E+00,1,4
PTBP3,8.63E-01,3.69E-01,1.20E+00,1,0
SNX9,7.06E-01,3.69E-01,1.82E+00,1,0
TLL1,1.73E-01,3.70E-01,9.40E-01,1,0
PSD4,4.23E-01,3.70E-01,9.65E-01,1,0
HMX3,9.20E-01,3.70E-01,9.08E-01,1,0
BBX,5.18E-01,3.70E-01,1.09E+00,1,0
POU4F3,9.20E-01,3.70E-01,-6.61E-01,1,0
CDC37,9.09E-01,3.70E-01,1.68E+00,1,0
RPS27A,9.19E-01,3.70E-01,8.63E-01,1,0
SACM1L,6.95E-01,3.70E-01,1.99E+00,1,0
SLC13A4,8.16E-01,3.70E-01,2.01E+00,1,0
PLXNB3,2.32E-01,3.71E-01,2.27E-01,1,14
TFAP2C,9.22E-01,3.71E-01,2.46E+00,1,0
APBB1IP,8.54E-01,3.71E-01,1.29E+00,1,0
FNBP1L,7.54E-01,3.71E-01,2.11E+00,1,0
AMER1,8.54E-01,3.71E-01,-5.69E-01,1,2
PIGR,8.13E-01,3.71E-01,1.14E+00,1,0
PIEZO2,8.10E-07,3.71E-01,3.44E+00,1,0
PPARGC1B,5.03E-01,3.71E-01,5.03E-01,1,0
SEZ6L,5.07E-01,3.71E-01,1.47E+00,1,0
DSTYK,5.13E-01,3.71E-01,1.59E+00,1,0
B4GALT6,9.08E-01,3.71E-01,1.70E+00,1,0
GABRA5,9.05E-01,3.72E-01,3.23E+00,1,0
NLGN1,8.53E-01,3.72E-01,2.22E+00,1,0
PHLDB1,1.07E-01,3.72E-01,1.47E+00,1,0
SYNE2,1.65E-25,3.72E-01,-1.45E+00,1,0
SYT11,9.27E-01,3.72E-01,1.68E+00,1,0
PCDH9,8.09E-01,3.72E-01,2.33E+00,1,0
HAS3,8.83E-01,3.72E-01,2.56E+00,1,0
RP11-793H13.10,8.84E-01,3.72E-01,2.06E+00,1,0
MAP4K3,1.10E-01,3.72E-01,1.45E+00,1,0
KCNK12,9.19E-01,3.72E-01,3.65E+00,1,0
TERF1,9.07E-01,3.72E-01,3.72E-01,1,0
PTPN23,3.13E-02,3.72E-01,1.33E+00,1,0
ERO1L,8.09E-01,3.72E-01,1.30E+00,1,0
TCF12,6.76E-01,3.72E-01,8.90E-01,1,0
ZDHHC8,8.53E-01,3.72E-01,1.85E+00,1,0
GNAS,6.81E-01,3.72E-01,2.65E+00,1,1
LIN52,9.18E-01,3.72E-01,1.05E+00,1,0
STAM,8.50E-01,3.72E-01,2.94E-01,1,0
GAD2,7.51E-01,3.72E-01,1.53E+00,1,0
ANAPC7,8.49E-01,3.73E-01,2.12E+00,1,0
CCDC112,8.49E-01,3.73E-01,-1.14E-01,1,0
NRD1,4.41E-02,3.73E-01,2.56E+00,1,0
DOCK11,1.21E-02,3.73E-01,2.68E+00,1,17
PHKA2,3.84E-01,3.73E-01,1.82E+00,1,3
CNTN1,1.51E-01,3.73E-01,2.05E+00,1,2
CD47,9.19E-01,3.73E-01,1.43E+00,1,0
NR1H3,9.04E-01,3.73E-01,1.30E+00,1,0
TRPC4,4.82E-01,3.73E-01,2.61E+00,1,0
AKAP1,7.42E-01,3.73E-01,1.18E+00,1,0
FAM46A,9.25E-01,3.74E-01,2.05E+00,1,0
KANSL2,8.80E-01,3.74E-01,1.49E+00,1,0
RNF43,7.35E-01,3.74E-01,1.85E+00,1,0
KAT2A,5.73E-01,3.74E-01,3.82E+00,1,0
ANLN,1.43E-01,3.74E-01,8.97E-01,1,0
BACE1,8.79E-01,3.74E-01,2.24E+00,1,0
GPR143,9.25E-01,3.74E-01,8.79E-01,1,6
MSANTD2,9.03E-01,3.74E-01,2.30E+00,1,0
KCNT2,4.17E-02,3.74E-01,3.56E+00,1,0
RSBN1L,7.95E-01,3.74E-01,9.15E-01,1,0
DGKH,2.64E-02,3.74E-01,3.00E+00,1,0
MYO10,3.16E-05,3.74E-01,1.62E+00,1,0
SECISBP2L,2.85E-01,3.74E-01,1.53E+00,1,0
FHOD3,6.65E-02,3.74E-01,8.76E-01,1,0
XIAP,9.18E-01,3.74E-01,1.49E+00,1,1
ZC3H15,9.03E-01,3.74E-01,1.83E+00,1,0
MFAP1,7.96E-01,3.74E-01,2.74E+00,1,0
DNMT3B,2.00E-01,3.75E-01,1.50E+00,1,0
SNAP23,9.24E-01,3.75E-01,8.35E-01,1,0
PPP2R2D,9.17E-01,3.75E-01,2.14E+00,1,0
NHSL1,4.61E-01,3.75E-01,2.63E+00,1,0
STRAP,9.01E-01,3.75E-01,2.08E+00,1,0
SLC29A1,9.01E-01,3.75E-01,7.20E-01,1,0
SLC9A1,7.90E-01,3.75E-01,3.55E+00,1,0
WASL,8.77E-01,3.75E-01,2.01E+00,1,0
TRIM11,9.17E-01,3.75E-01,2.12E+00,1,0
DDX19A,8.40E-01,3.75E-01,2.37E+00,1,0
SLC4A10,1.34E-01,3.75E-01,3.84E+00,1,0
RPL17,9.24E-01,3.75E-01,1.34E+00,1,0
EPHB3,4.62E-01,3.75E-01,2.73E+00,1,0
RMND5A,9.00E-01,3.75E-01,2.67E+00,1,0
CHORDC1,9.02E-01,3.75E-01,7.45E-01,1,0
DGKZ,3.95E-02,3.75E-01,2.76E+00,1,1
SLAIN1,9.01E-01,3.75E-01,1.22E+00,1,0
CDC25A,8.40E-01,3.75E-01,2.22E+00,1,0
ST14,5.60E-01,3.75E-01,1.25E+00,1,0
PES1,7.19E-01,3.76E-01,1.31E+00,1,0
CACNB1,7.87E-01,3.76E-01,2.14E+00,1,0
CACNG2,9.23E-01,3.76E-01,2.09E+00,1,0
TFEB,8.99E-01,3.76E-01,1.77E+00,1,0
VPS37D,9.16E-01,3.76E-01,8.80E-01,1,0
DENND5A,5.75E-02,3.76E-01,2.38E+00,1,0
HS6ST1,9.23E-01,3.76E-01,1.92E+00,1,0
AKIRIN2,9.24E-01,3.76E-01,1.30E+00,1,0
PPP2R2C,9.00E-01,3.76E-01,3.53E+00,1,0
RPL26,9.16E-01,3.76E-01,1.64E+00,1,0
OTX2,9.23E-01,3.76E-01,1.05E+00,1,0
HNRNPA0,9.16E-01,3.76E-01,2.79E+00,1,0
GRM3,7.85E-01,3.76E-01,3.20E+00,1,0
DDR2,5.50E-01,3.76E-01,2.29E+00,1,0
DMRTA2,9.16E-01,3.76E-01,1.40E+00,1,0
PRPS1,9.15E-01,3.77E-01,3.73E+00,1,0
DSE,6.33E-01,3.77E-01,2.03E+00,1,0
SLITRK5,8.70E-01,3.77E-01,5.32E-02,1,0
TNKS1BP1,8.26E-02,3.77E-01,-1.57E-01,1,0
ATXN7L2,8.71E-01,3.77E-01,1.16E+00,1,0
SEC14L1,6.33E-01,3.77E-01,2.43E+00,1,0
IKZF4,8.98E-01,3.77E-01,2.41E+00,1,0
ANGPT2,8.32E-01,3.77E-01,-5.27E-01,1,0
SCAPER,8.80E-03,3.77E-01,2.72E+00,1,0
CCNE2,8.70E-01,3.77E-01,1.50E+00,1,0
SLC2A13,8.33E-01,3.77E-01,1.48E+00,1,0
FAM196A,9.15E-01,3.77E-01,-1.21E-01,1,0
UBE2F,9.23E-01,3.77E-01,1.33E+00,1,0
ACLY,8.36E-02,3.77E-01,3.28E+00,1,0
MAP2K1,8.97E-01,3.77E-01,3.11E+00,1,0
